MsgID.LOCAL_POSITION,5.7530000,-0.0210888,-0.2091974,-0.1248396
MsgID.LOCAL_VELOCITY,5.7530000,0.0066143,0.0037847,0.0916709
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924796,0.1270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,0.1300000
MsgID.LOCAL_POSITION,6.0020000,-0.0379872,-0.0722399,-0.1271846
MsgID.LOCAL_VELOCITY,6.0020000,0.0067684,0.0113152,0.1316587
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924797,0.1280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.1400000
MsgID.LOCAL_POSITION,6.2520000,-0.0322039,0.0457246,-0.1281820
MsgID.LOCAL_VELOCITY,6.2520000,0.0107965,0.0059576,0.1411319
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924787,0.1260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.1400000
MsgID.LOCAL_POSITION,6.5030000,-0.1364998,0.0333940,-0.1264200
MsgID.LOCAL_VELOCITY,6.5030000,0.0116691,-0.0071386,0.1447145
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924799,0.1210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0100000,0.1200000
MsgID.LOCAL_POSITION,6.7530000,-0.0101275,-0.0178535,-0.1215323
MsgID.LOCAL_VELOCITY,6.7530000,0.0187740,-0.0160456,0.1268977
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924802,0.1110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0100000,0.0500000
MsgID.LOCAL_POSITION,7.0040000,0.0237345,-0.0251309,-0.1111872
MsgID.LOCAL_VELOCITY,7.0040000,0.0189388,-0.0132500,0.0563431
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924801,0.1110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,7.2540000,0.0181677,-0.0275938,-0.1111002
MsgID.LOCAL_VELOCITY,7.2540000,0.0068565,-0.0097605,0.0077838
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924800,0.1080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-0.0400000
MsgID.LOCAL_POSITION,7.5050000,0.0005425,-0.0301267,-0.1083085
MsgID.LOCAL_VELOCITY,7.5050000,0.0027386,-0.0102795,-0.0477129
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924813,0.1040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-0.0300000
MsgID.LOCAL_POSITION,7.7540000,0.1536458,0.0072677,-0.1046568
MsgID.LOCAL_VELOCITY,7.7540000,0.0060453,-0.0106500,-0.0340619
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974484,37.7924811,0.1070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-0.0500000
MsgID.LOCAL_POSITION,8.0060000,0.1266720,0.1388846,-0.1077327
MsgID.LOCAL_VELOCITY,8.0060000,-0.0053996,-0.0155336,-0.0533892
MsgID.GLOBAL_POSITION,0.0000000,-122.3974486,37.7924800,0.1140000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0200000,-0.0700000
MsgID.LOCAL_POSITION,8.2550000,0.0096352,0.1190456,-0.1143153
MsgID.LOCAL_VELOCITY,8.2550000,-0.0148600,-0.0260579,-0.0711720
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924797,0.1180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0300000,0.0000000
MsgID.LOCAL_POSITION,8.5050000,-0.0260192,-0.0317232,-0.1183342
MsgID.LOCAL_VELOCITY,8.5050000,-0.0052805,-0.0304724,0.0028514
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7924801,0.1160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,0.0100000
MsgID.LOCAL_POSITION,8.7550000,0.0190091,-0.1180788,-0.1166981
MsgID.LOCAL_VELOCITY,8.7550000,0.0063732,-0.0217559,0.0196524
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974524,37.7924800,0.1240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0400000
MsgID.LOCAL_POSITION,9.0060000,0.0089522,-0.2155299,-0.1244031
MsgID.LOCAL_VELOCITY,9.0060000,0.0077951,-0.0067046,0.0419944
MsgID.GLOBAL_POSITION,0.0000000,-122.3974523,37.7924790,0.1240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0800000
MsgID.LOCAL_POSITION,9.2560000,-0.1050788,-0.2128731,-0.1240090
MsgID.LOCAL_VELOCITY,9.2560000,0.0067081,0.0080671,0.0898502
MsgID.GLOBAL_POSITION,0.0000000,-122.3974521,37.7924804,0.1260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,9.5060000,0.0522064,-0.1928439,-0.1269028
MsgID.LOCAL_VELOCITY,9.5060000,-0.0000209,0.0000154,-0.0000904
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924816,0.1520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,9.7550000,0.1833687,-0.0788923,-0.1527113
MsgID.LOCAL_VELOCITY,9.7550000,-0.0000011,0.0000289,0.0000149
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974491,37.7924816,0.1790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,10.0050000,0.1876134,0.0747180,-0.1798052
MsgID.LOCAL_VELOCITY,10.0050000,0.0000158,0.0000132,0.0000046
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924805,0.2040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,10.2550000,0.0587256,-0.0461403,-0.2043604
MsgID.LOCAL_VELOCITY,10.2550000,0.0000224,-0.0000074,-0.0000022
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924803,0.2230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,10.5060000,0.0363748,-0.0572640,-0.2231650
MsgID.LOCAL_VELOCITY,10.5060000,0.0000242,-0.0000334,0.0000121
MsgID.LOCAL_POSITION,10.7570000,0.1202195,-0.0334077,-0.2339334
MsgID.LOCAL_VELOCITY,10.7570000,0.0000178,-0.0000108,0.0000153
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924810,0.2330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,11.0060000,-0.0427959,-0.0956882,-0.2351861
MsgID.LOCAL_VELOCITY,11.0060000,0.0000019,-0.0000020,-0.0000009
MsgID.GLOBAL_POSITION,0.0000000,-122.3974510,37.7924796,0.2350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,11.2570000,-0.1581668,-0.1053483,-0.2255959
MsgID.LOCAL_VELOCITY,11.2570000,-0.0000068,0.0000115,0.0000112
MsgID.GLOBAL_POSITION,0.0000000,-122.3974511,37.7924785,0.2250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924794,0.2050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,11.5090000,-0.0619550,-0.0565063,-0.2053142
MsgID.LOCAL_VELOCITY,11.5090000,0.0000010,0.0000063,0.0000083
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924802,0.1760000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,11.7590000,0.0272378,-0.0556918,-0.1764543
MsgID.LOCAL_VELOCITY,11.7590000,0.0000261,-0.0000211,0.0000143
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924802,0.1420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,12.0090000,0.0295096,-0.0563084,-0.1426592
MsgID.LOCAL_VELOCITY,12.0090000,-0.0000083,-0.0000035,0.0000095
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924807,0.1090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,12.2590000,0.0817875,-0.0566711,-0.1091955
MsgID.LOCAL_VELOCITY,12.2590000,-0.0000491,-0.0000575,-0.0020011
MsgID.GLOBAL_POSITION,0.0000000,-122.3974510,37.7924816,0.0850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,12.5090000,0.1798068,-0.0933542,-0.0858505
MsgID.LOCAL_VELOCITY,12.5090000,-0.0018910,-0.0000571,-0.0645522
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924802,0.0980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,12.7590000,0.0330192,0.0231761,-0.0983931
MsgID.LOCAL_VELOCITY,12.7590000,-0.0098826,-0.0007919,-0.0642071
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974493,37.7924801,0.1090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,0.0300000
MsgID.LOCAL_POSITION,13.0090000,0.0162096,0.0617744,-0.1090557
MsgID.LOCAL_VELOCITY,13.0090000,-0.0076771,-0.0114011,0.0339378
MsgID.GLOBAL_POSITION,0.0000000,-122.3974507,37.7924810,0.1150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,0.0600000
MsgID.LOCAL_POSITION,13.2590000,0.1120994,-0.0670108,-0.1156861
MsgID.LOCAL_VELOCITY,13.2590000,0.0000281,-0.0187862,0.0636254
MsgID.GLOBAL_POSITION,0.0000000,-122.3974495,37.7924816,0.1320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,13.5080000,0.1791502,0.0357109,-0.1323916
MsgID.LOCAL_VELOCITY,13.5080000,0.0000073,0.0000209,0.0000059
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924818,0.1680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,13.7590000,0.2100850,0.0668079,-0.1681302
MsgID.LOCAL_VELOCITY,13.7590000,0.0000199,0.0000083,0.0000121
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974511,37.7924803,0.1960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,14.0090000,0.0405938,-0.1052012,-0.1969143
MsgID.LOCAL_VELOCITY,14.0090000,-0.0000194,-0.0000170,0.0000049
MsgID.GLOBAL_POSITION,0.0000000,-122.3974523,37.7924791,0.2110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,14.2600000,-0.0952507,-0.2049381,-0.2110150
MsgID.LOCAL_VELOCITY,14.2600000,0.0000230,-0.0000087,0.0000239
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924810,0.2060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,14.5100000,0.1163714,-0.0272496,-0.2064823
MsgID.LOCAL_VELOCITY,14.5100000,0.0000023,0.0000243,0.0000096
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924806,0.1830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,14.7590000,0.0768586,0.0916702,-0.1838262
MsgID.LOCAL_VELOCITY,14.7590000,-0.0000033,-0.0000123,0.0000185
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924805,0.1470000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,15.0090000,0.0584901,0.0869240,-0.1472227
MsgID.LOCAL_VELOCITY,15.0090000,0.0000053,-0.0000131,0.0000068
MsgID.LOCAL_POSITION,15.2610000,0.1764237,-0.0441305,-0.1020245
MsgID.LOCAL_VELOCITY,15.2610000,0.0000815,0.0000307,0.0000022
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924815,0.1020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,15.5110000,0.0309766,-0.0177710,-0.0624183
MsgID.LOCAL_VELOCITY,15.5110000,-0.0005105,0.0003925,-0.1068086
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924802,0.0620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1000000
MsgID.LOCAL_POSITION,15.7600000,-0.0216985,-0.0300325,-0.0676317
MsgID.LOCAL_VELOCITY,15.7600000,-0.0011435,-0.0046249,-0.2455510
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924798,0.0670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.2400000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,16.0110000,0.0222642,-0.0798187,-0.0870776
MsgID.LOCAL_VELOCITY,16.0110000,0.0046145,-0.0043269,-0.1584814
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924802,0.0870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1500000
MsgID.LOCAL_POSITION,16.2620000,0.0264887,0.0767338,-0.0883225
MsgID.LOCAL_VELOCITY,16.2620000,0.0075170,-0.0034950,-0.0809125
MsgID.GLOBAL_POSITION,0.0000000,-122.3974491,37.7924802,0.0880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0800000
MsgID.LOCAL_POSITION,16.5120000,0.0283201,-0.0080874,-0.0960382
MsgID.LOCAL_VELOCITY,16.5120000,0.0046809,-0.0137272,-0.0464578
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924802,0.0960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-0.0400000
MsgID.LOCAL_POSITION,16.7620000,0.0289614,-0.0729539,-0.1001267
MsgID.LOCAL_VELOCITY,16.7620000,0.0032400,-0.0132350,0.0186336
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924802,0.1000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,0.0100000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,17.0120000,0.0295457,-0.0791687,-0.1074681
MsgID.LOCAL_VELOCITY,17.0120000,0.0012900,-0.0064873,0.0159603
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924802,0.1070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,17.2620000,0.0295643,-0.1094384,-0.1090106
MsgID.LOCAL_VELOCITY,17.2620000,0.0016647,-0.0036772,0.0946093
MsgID.GLOBAL_POSITION,0.0000000,-122.3974512,37.7924802,0.1090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0900000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974495,37.7924802,0.1060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1000000
MsgID.LOCAL_POSITION,17.5120000,0.0304373,0.0367362,-0.1066200
MsgID.LOCAL_VELOCITY,17.5120000,0.0027130,-0.0003853,0.1090981
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924802,0.1110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0600000
MsgID.LOCAL_POSITION,17.7630000,0.0312469,-0.0284184,-0.1116500
MsgID.LOCAL_VELOCITY,17.7630000,0.0030303,-0.0086386,0.0602332
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924802,0.2430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-1.3900000
MsgID.LOCAL_POSITION,18.0120000,0.0316597,-0.0451783,-0.2430825
MsgID.LOCAL_VELOCITY,18.0120000,0.0005302,-0.0079956,-1.3980329
MsgID.GLOBAL_POSITION,0.0000000,-122.3974511,37.7924806,0.9040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.5200000
MsgID.LOCAL_POSITION,18.2620000,0.0746071,-0.1037415,-0.9046683
MsgID.LOCAL_VELOCITY,18.2620000,-0.0005373,-0.0007320,-3.5260301
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924816,1.9460000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.3600000
MsgID.LOCAL_POSITION,18.5120000,0.1833748,0.0081439,-1.9469911
MsgID.LOCAL_VELOCITY,18.5120000,-0.0046184,0.0043058,-4.3666339
MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924804,4.0230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,1.0700000,-86.1800000
MsgID.LOCAL_POSITION,18.7630000,0.0449568,0.0142583,-4.0233097
MsgID.LOCAL_VELOCITY,18.7630000,0.0173209,1.0732715,-86.1876144
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974507,37.7924809,24.6350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0500000,-0.1900000,-78.5300000
MsgID.LOCAL_POSITION,19.0130000,0.1092376,-0.0634753,-24.6357288
MsgID.LOCAL_VELOCITY,19.0130000,0.0539867,-0.1956782,-78.5370102
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924810,43.3050000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.7600000,-70.2800000
MsgID.LOCAL_POSITION,19.2630000,0.1144664,-0.0010246,-43.3050842
MsgID.LOCAL_VELOCITY,19.2630000,-0.0118101,-0.7618998,-70.2884750
MsgID.GLOBAL_POSITION,0.0000000,-122.3974537,37.7924790,59.8570000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1700000,-1.4500000,-62.1400000
MsgID.LOCAL_POSITION,19.5130000,-0.1040047,-0.3370373,-59.8577995
MsgID.LOCAL_VELOCITY,19.5130000,-0.1718617,-1.4511117,-62.1434517
MsgID.GLOBAL_POSITION,0.0000000,-122.3974600,37.7924805,74.6320000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1600000,-1.3600000,-56.0000000
MsgID.LOCAL_POSITION,19.7630000,0.0635565,-0.8976464,-74.6325989
MsgID.LOCAL_VELOCITY,19.7630000,-0.1614493,-1.3631943,-56.0007706
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974631,37.7924803,87.9310000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1500000,-1.2800000,-50.2100000
MsgID.LOCAL_POSITION,20.0140000,0.0398083,-1.1673470,-87.9313126
MsgID.LOCAL_VELOCITY,20.0140000,-0.1516487,-1.2804435,-50.2190666
MsgID.GLOBAL_POSITION,0.0000000,-122.3974649,37.7924793,99.8120000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1400000,-1.2000000,-44.7800000
MsgID.LOCAL_POSITION,20.2640000,-0.0766119,-1.3284451,-99.8129044
MsgID.LOCAL_VELOCITY,20.2640000,-0.1424430,-1.2027150,-44.7883530
MsgID.GLOBAL_POSITION,0.0000000,-122.3974673,37.7924799,110.3640000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1300000,-1.1200000,-39.6800000
MsgID.LOCAL_POSITION,20.5140000,-0.0086072,-1.5426481,-110.3645096
MsgID.LOCAL_VELOCITY,20.5140000,-0.1337961,-1.1297055,-39.6873131
MsgID.GLOBAL_POSITION,0.0000000,-122.3974716,37.7924787,119.6340000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1200000,-1.0600000,-34.9100000
MsgID.LOCAL_POSITION,20.7640000,-0.1374530,-1.9282651,-119.6349792
MsgID.LOCAL_VELOCITY,20.7640000,-0.1257056,-1.0613940,-34.9144592
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974763,37.7924770,127.7770000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1100000,-0.9900000,-30.4100000
MsgID.LOCAL_POSITION,21.0150000,-0.3253791,-2.3404093,-127.7779541
MsgID.LOCAL_VELOCITY,21.0150000,-0.1180748,-0.9969632,-30.4127884
MsgID.GLOBAL_POSITION,0.0000000,-122.3974790,37.7924780,134.8280000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1100000,-0.9300000,-26.1800000
MsgID.LOCAL_POSITION,21.2640000,-0.2189034,-2.5782487,-134.8286285
MsgID.LOCAL_VELOCITY,21.2640000,-0.1109072,-0.9364440,-26.1843834
